Monster Name,Island,Monster 1,Monster 2,Portrait URL
Rare Fluoress,Magical Sanctum,Mushaboom,G'day,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a0/Rare_Fluoress.png/revision/latest?cb=20230628153719
Rare Thrumble,Bone Island,Fwog,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e7/Rare_Thrumble.png/revision/latest?cb=20220427004457
Rare Toe Jammer,Fire Oasis,Congle,Whaddle,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Riff,Air Island,Quibble,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c3/Riff.png/revision/latest/scale-to-width-down/700?cb=20191026235927
Rare Rooba,Psychic Island,Yuggler,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/2/20/Rare_Rooba.png/revision/latest?cb=20231101170614
Plinkajou,Bone Island,Withur,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d2/Plinkajou.png/revision/latest?cb=20220304045953
Blabbit,Water Island,Spunge,Scups,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a2/Blabbit.png/revision/latest?cb=20221028152148
Rare Cataliszt,Mythical Island,Cataliszt,Cherubble,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9e/Rare_Cataliszt.png/revision/latest?cb=20240808204832
Bowgart,Plant Island,Oaktopus,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5b/Bowgart.png/revision/latest/scale-to-width-down/700?cb=20221208150221
Epic Jam Boree,Seasonal Shanty,Gobbleygourd,Boo'qwurm,https://static.wikia.nocookie.net/mysingingmonsters/images/0/09/Epic_Jam_Boree.png/revision/latest?cb=20240517165829
Rare Mammott,Faerie Island,Clavi Gnat,Ziggurab,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Rare Potbelly,Earth Island,Thumpies,Clamble,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Rare Rootitoot,Psychic Island,Flowah,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/d/df/Rare_Rootitoot.png/revision/latest?cb=20220527012546
Tapricorn,Psychic Island,Oaktopus,Theremind,https://static.wikia.nocookie.net/mysingingmonsters/images/0/06/Tapricorn.png/revision/latest?cb=20190926165206
Rare Gloptic,Psychic Island,Rootitoot,Theremind,https://static.wikia.nocookie.net/mysingingmonsters/images/1/19/Rare_Gloptic.png/revision/latest?cb=20240814155240
Epic Nebulob,Ethereal Island,Jellbilly,Boodoo,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f7/Epic_Nebulob.png/revision/latest?cb=20240612152518
Rare Reebro,Air Island,Riff,Congle,https://static.wikia.nocookie.net/mysingingmonsters/images/4/4b/Rare_Reebro.png/revision/latest?cb=20191027022549
Epic Boskus,Faerie Island,Cantorell,Wimmzies,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a3/Epic_Boskus.png/revision/latest?cb=20221028150635
Epic Deedge,Shugabush Island,Shugabush,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/0/08/Epic_Deedge.png/revision/latest?cb=20191027015540
Rare T-Rox,Plant Island,Fwog,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f5/Rare_T-Rox.png/revision/latest?cb=20191027022315
Cherubble,Fire Oasis,Congle,Woolabee,https://static.wikia.nocookie.net/mysingingmonsters/images/8/88/Cherubble.png/revision/latest?cb=20230311000413
Periscorp,Psychic Island,Phangler,Theremind,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b7/Periscorp.png/revision/latest?cb=20190926165124
Rare Mammott,Light Island,Spytrap,Fiddlement,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Congle,Cold Island,Maw,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e0/Congle.png/revision/latest/scale-to-width-down/700?cb=20240427085453
Rare Mammott,Light Island,Fiddlement,Sooza,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Rare Theremind,Psychic Island,Rooba,Periscorp,https://static.wikia.nocookie.net/mysingingmonsters/images/a/ac/Rare_Theremind.png/revision/latest?cb=20220304061920
Rare Spunge,Cold Island,Dandidoo,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5c/Rare_Spunge.png/revision/latest?cb=20191027022345
Epic Cybop,Water Island,Scups,Dandidoo,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b0/Epic_Cybop.png/revision/latest?cb=20250106000049
Epic Glowl,Fire Haven,Floogull,Dandidoo,https://static.wikia.nocookie.net/mysingingmonsters/images/5/58/Epic_Glowl.png/revision/latest?cb=20221123170118
Rare Clackula,Bone Island,Banjaw,Withur,https://static.wikia.nocookie.net/mysingingmonsters/images/0/06/Rare_Clackula.png/revision/latest?cb=20240619151530
Rare Floogull,Fire Haven,Stogg,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7e/Rare_Floogull.png/revision/latest?cb=20190704210909
Quarrister,Earth Island,PomPom,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/6/68/Quarrister.png/revision/latest/scale-to-width-down/700?cb=20191026235916
Rare Oaktopus,Plant Island,Potbelly,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/7/73/Rare_Oaktopus.png/revision/latest?cb=20250105235926
Epic Entbrat,Plant Island,T-Rox,Shrubb,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2f/Epic_Entbrat.png/revision/latest?cb=20191027015526
Rare Potbelly,Psychic Island,Rooba,Rootitoot,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Epic Cybop,Fire Haven,Reedling,Stogg,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b0/Epic_Cybop.png/revision/latest?cb=20250106000049
Pummel,Plant Island,Oaktopus,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ec/Pummel.png/revision/latest/scale-to-width-down/700?cb=20240508142318
Denchuhs,Bone Island,Toe Jammer,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9f/Denchuhs.png/revision/latest?cb=20200410232212
Spytrap,Light Island,Bulbo,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/0/01/Spytrap.png/revision/latest?cb=20220221192209
Deedge,Cold Island,Pango,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/7/74/Deedge.png/revision/latest/scale-to-width-down/700?cb=20191026235932
Rare Dandidoo,Cold Island,Tweedle,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/7/76/Rare_Dandidoo.png/revision/latest?cb=20250106000113
Larvaluss,Magical Sanctum,Osstax,Theremind,https://static.wikia.nocookie.net/mysingingmonsters/images/9/97/Larvaluss.png/revision/latest?cb=20220304055057
Reebro,Air Island,Riff,Scups,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e7/Reebro.png/revision/latest/scale-to-width-down/700?cb=20240427043946
Rare Knurv,Mythical Island,Cataliszt,Buzzinga,https://static.wikia.nocookie.net/mysingingmonsters/images/6/65/Rare_Knurv.png/revision/latest?cb=20241127162412
Shugajo,Shugabush Island,Oaktopus,Shugabush,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9f/Shugajo.png/revision/latest?cb=20191027005806
Epic Boskus,Light Island,TooToo,Bulbo,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a3/Epic_Boskus.png/revision/latest?cb=20221028150635
Monculus,Ethereal Island,Nebulob,Jeeode,https://static.wikia.nocookie.net/mysingingmonsters/images/4/47/Monculus.png/revision/latest?cb=20221030013555
Rare Mammott,Faerie Island,Cantorell,Clavi Gnat,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Shugarock,Shugabush Island,Mammott,Shugabush,https://static.wikia.nocookie.net/mysingingmonsters/images/4/40/Shugarock.png/revision/latest?cb=20191027005749
Rare Ghazt,Plant Island,Entbrat,T-Rox,https://static.wikia.nocookie.net/mysingingmonsters/images/8/8f/Rare_Ghazt.png/revision/latest?cb=20191027022539
Rare Theremind,Magical Sanctum,G'day,Frondley,https://static.wikia.nocookie.net/mysingingmonsters/images/a/ac/Rare_Theremind.png/revision/latest?cb=20220304061920
Rootitoot,Psychic Island,Oaktopus,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e0/Rootitoot.png/revision/latest?cb=20250106000310
Epic Toe Jammer,Bone Island,Plinkajou,Stogg,https://static.wikia.nocookie.net/mysingingmonsters/images/4/40/Epic_Toe_Jammer.png/revision/latest?cb=20250106000135
Reebro,Air Island,Riff,Congle,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e7/Reebro.png/revision/latest/scale-to-width-down/700?cb=20240427043946
Rare Thumpies,Cold Island,Dandidoo,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f5/Rare_Thumpies.png/revision/latest?cb=20191027022356
Epic Boo'qwurm,Psychic Island,Gloptic,Bonkers,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2e/Epic_Boo%27qwurm.png/revision/latest?cb=20240814155011
Rare Entbrat,Plant Island,T-Rox,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a1/Rare_Entbrat.png/revision/latest/scale-to-width-down/700?cb=20191027022431
Rare Reebro,Air Island,Riff,Scups,https://static.wikia.nocookie.net/mysingingmonsters/images/4/4b/Rare_Reebro.png/revision/latest?cb=20191027022549
Rare Whiz-bang,Seasonal Shanty,Yool,Blabbit,https://static.wikia.nocookie.net/mysingingmonsters/images/5/54/Rare_Whiz-bang.png/revision/latest?cb=20231230213115
Déjà-Jin,Magical Sanctum,Theremind,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/5/57/D%C3%A9j%C3%A0-Jin.png/revision/latest?cb=20220304031158
Flowah,Fire Haven,Potbelly,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f6/Flowah.png/revision/latest?cb=20250106000442
Rare Bowgart,Plant Island,Maw,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f4/Rare_Bowgart.png/revision/latest?cb=20191027022335
Mushaboom,Magical Sanctum,Knucklehead,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fe/Mushaboom.png/revision/latest?cb=20230909035545
Dragong,Ethereal Island,Reebro,Humbug,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e0/Dragong.png/revision/latest?cb=20191027013408
Rare Hoola,Air Island,Hoola,Prize,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5b/Rare_Hoola.png/revision/latest?cb=20191027022750
Drumpler,Plant Island,Noggin,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/4/46/Drumpler.png/revision/latest?cb=20191026213928
Rare Quarrister,Earth Island,Pango,Shrubb,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Quarrister.png/revision/latest?cb=20230909041737
Epic Repatillo,Fire Haven,Floogull,Flowah,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f2/Epic_Repatillo.png/revision/latest?cb=20240710153533
Epic Reedling,Earth Island,Thumpies,Shrubb,https://static.wikia.nocookie.net/mysingingmonsters/images/4/43/Epic_Reedling.png/revision/latest?cb=20191027015519
Rare Potbelly,Water Island,Spunge,Pummel,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Thrumble,Bone Island,Phangler,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5e/Thrumble.png/revision/latest?cb=20250106000254
Rare Cranchee,Mythical Island,Cataliszt,Strombonin,https://static.wikia.nocookie.net/mysingingmonsters/images/c/cf/Rare_Cranchee.png/revision/latest?cb=20241218160127
Rare Withur,Bone Island,Fwog,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/7/73/Rare_Withur.png/revision/latest?cb=20221026221424
Rare PomPom,Air Island,Cybop,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/9/94/Rare_PomPom.png/revision/latest?cb=20191027022407
Rare Buzzinga,Mythical Island,Cataliszt,Buzzinga,https://static.wikia.nocookie.net/mysingingmonsters/images/5/53/Rare_Buzzinga.png/revision/latest?cb=20240626153309
Rare Quarrister,Earth Island,PomPom,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Quarrister.png/revision/latest?cb=20230909041737
Rare Theremind,Magical Sanctum,Larvaluss,G'day,https://static.wikia.nocookie.net/mysingingmonsters/images/a/ac/Rare_Theremind.png/revision/latest?cb=20220304061920
Blow't,Light Island,Spytrap,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/5/58/Blow%27t.png/revision/latest?cb=20220223044109
Uuduk,Bone Island,Hawlo,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/7/79/Uuduk.png/revision/latest?cb=20200410232249
Epic Scups,Air Island,PomPom,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/d/da/Epic_Scups.png/revision/latest?cb=20191027015511
Rare G'joob,Mythical Island,Cataliszt,G'joob,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e8/Rare_G%27joob.png/revision/latest?cb=20221012232630
Rare Noggin,Bone Island,Uuduk,Thrumble,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Rare Grumpyre,Cold Island,Deedge,Spunge,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5f/Rare_Grumpyre.png/revision/latest?cb=20191027022544
Rare Hyehehe,Earth Island,Thumpies,PomPom,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f3/Rare_Hyehehe.png/revision/latest/scale-to-width-down/700?cb=20240612152301
Furcorn,Plant Island,Potbelly,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/4/41/Furcorn.png/revision/latest/scale-to-width-down/700?cb=20200606030203
Rare Mammott,Cold Island,Congle,Thumpies,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Rare Quarrister,Earth Island,Cybop,Furcorn,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Quarrister.png/revision/latest?cb=20230909041737
Jam Boree,Gold Island,Punkleton,Hoola,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5c/Jam_Boree.png/revision/latest?cb=20240517164226
Rare Floogull,Fire Haven,Glowl,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7e/Rare_Floogull.png/revision/latest?cb=20190704210909
Rare Tweedle,Cold Island,Congle,Spunge,https://static.wikia.nocookie.net/mysingingmonsters/images/8/85/Rare_Tweedle.png/revision/latest?cb=20250106000109
Bleatnik,Mythical Island,Cataliszt,G'joob,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c7/Bleatnik.png/revision/latest?cb=20230909015131
Epic Congle,Cold Island,Thumpies,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b9/Epic_Congle.png/revision/latest?cb=20190626214928
Rare Clamble,Plant Island,Furcorn,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b6/Rare_Clamble.png/revision/latest?cb=20240801091012
Rare Clavavera,Seasonal Shanty,Punkleton,Schmoochle,https://static.wikia.nocookie.net/mysingingmonsters/images/7/74/Rare_Clavavera.png/revision/latest?cb=20230503185445
Rare Blabbit,Water Island,Spunge,Scups,https://static.wikia.nocookie.net/mysingingmonsters/images/0/04/Rare_Blabbit.png/revision/latest?cb=20191027022744
Epic Ffidyll,Seasonal Shanty,Viveine,Spurrit,https://static.wikia.nocookie.net/mysingingmonsters/images/7/78/Epic_Ffidyll.png/revision/latest?cb=20240313190521
Clamble,Plant Island,Shrubb,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e2/Clamble.png/revision/latest/scale-to-width-down/700?cb=20240508132415
Spurrit,Fire Oasis,Wynq,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fd/Spurrit.png/revision/latest/scale-to-width-down/700?cb=20221026220532
Rare Scups,Air Island,Quibble,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5d/Rare_Scups.png/revision/latest?cb=20191027022413
Rare Knucklehead,Magical Sanctum,Fluoress,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/8/87/Rare_Knucklehead.png/revision/latest?cb=20240131160116
Rare Tweedle,Air Island,Scups,PomPom,https://static.wikia.nocookie.net/mysingingmonsters/images/8/85/Rare_Tweedle.png/revision/latest?cb=20250106000109
Rare Cantorell,Faerie Island,Drumpler,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/3/38/Rare_Cantorell.png/revision/latest?cb=20250215215447
Epic Maw,Cold Island,Spunge,Furcorn,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ee/Epic_Maw.png/revision/latest?cb=20250105235441
Reebro,Air Island,Riff,T-Rox,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e7/Reebro.png/revision/latest/scale-to-width-down/700?cb=20240427043946
Rare Pango,Cold Island,Tweedle,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c6/Rare_Pango.png/revision/latest?cb=20250106000026
Rare Grumpyre,Cold Island,Deedge,Bowgart,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5f/Rare_Grumpyre.png/revision/latest?cb=20191027022544
Epic Clamble,Earth Island,PomPom,Furcorn,https://static.wikia.nocookie.net/mysingingmonsters/images/8/88/Epic_Clamble.png/revision/latest?cb=20200115210858
Fiddlement,Light Island,Pluckbill,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/8/86/Fiddlement.png/revision/latest?cb=20230909033502
Rare Kayna,Fire Haven,Floogull,Repatillo,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Xyster,Magical Sanctum,Theremind,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c9/Xyster.png/revision/latest?cb=20220304033305
Rare Clamble,Plant Island,Drumpler,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b6/Rare_Clamble.png/revision/latest?cb=20240801091012
Rare Thrumble,Bone Island,Stogg,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e7/Rare_Thrumble.png/revision/latest?cb=20220427004457
Epic Sooza,Light Island,TooToo,Boskus,https://static.wikia.nocookie.net/mysingingmonsters/images/4/4c/Epic_Sooza.png/revision/latest?cb=20240612152615
PomPom,Air Island,Pango,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/0/07/PomPom.png/revision/latest/scale-to-width-down/700?cb=20240508141931
Rare Tweedle,Water Island,Reedling,Spunge,https://static.wikia.nocookie.net/mysingingmonsters/images/8/85/Rare_Tweedle.png/revision/latest?cb=20250106000109
Enchantling,Magical Sanctum,Mushaboom,Theremind,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Enchantling.png/revision/latest?cb=20230909014346
Rare Tring,Fire Haven,Flowah,Cybop,https://static.wikia.nocookie.net/mysingingmonsters/images/7/79/Rare_Tring.png/revision/latest?cb=20200127190047
Rare Kayna,Fire Oasis,Woolabee,Wynq,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Clamble,Plant Island,Drumpler,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e2/Clamble.png/revision/latest/scale-to-width-down/700?cb=20240508132415
Shellbeat,Water Island,Reedling,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/2/23/Shellbeat.png/revision/latest/scale-to-width-down/700?cb=20191026235923
Rare Bridg-it,Faerie Island,Stogg,Floot Fly,https://static.wikia.nocookie.net/mysingingmonsters/images/2/24/Rare_Bridg-it.png/revision/latest?cb=20220304061117
Rare Sooza,Light Island,Furcorn,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/9/91/Rare_Sooza.png/revision/latest?cb=20210718230520
Rare Cataliszt,Mythical Island,Cataliszt,Buzzinga,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9e/Rare_Cataliszt.png/revision/latest?cb=20240808204832
Rare Woolabee,Fire Oasis,Pango,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b9/Rare_Woolabee.png/revision/latest?cb=20200312225953
Carillong,Seasonal Shanty,Yool,Schmoochle,https://static.wikia.nocookie.net/mysingingmonsters/images/1/10/Carillong.png/revision/latest?cb=20230630170815
Deedge,Cold Island,Congle,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/7/74/Deedge.png/revision/latest/scale-to-width-down/700?cb=20191026235932
Epic Wynq,Fire Oasis,Congle,Boskus,https://static.wikia.nocookie.net/mysingingmonsters/images/9/99/Epic_Wynq.png/revision/latest/scale-to-width-down/700?cb=20240117153942
Epic Noggin,Faerie Island,Pladdie,Boskus,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3b/Epic_Noggin.png/revision/latest?cb=20250106000016
Poppette,Psychic Island,Toe Jammer,Theremind,https://static.wikia.nocookie.net/mysingingmonsters/images/c/cf/Poppette.png/revision/latest?cb=20190926165226
Rare Carillong,Seasonal Shanty,Yool,Schmoochle,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fd/Rare_Carillong.png/revision/latest?cb=20230719150942
Rare Gloptic,Psychic Island,Flowah,Yuggler,https://static.wikia.nocookie.net/mysingingmonsters/images/1/19/Rare_Gloptic.png/revision/latest?cb=20240814155240
Epic Schmoochle,Seasonal Shanty,Punkleton,Hoola,https://static.wikia.nocookie.net/mysingingmonsters/images/c/ce/Epic_Schmoochle.png/revision/latest?cb=20190513201621
Epic Spurrit,Seasonal Shanty,Jam Boree,Carillong,https://static.wikia.nocookie.net/mysingingmonsters/images/1/11/Epic_Spurrit.png/revision/latest?cb=20240515151919
Rare Banjaw,Bone Island,Denchuhs,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/c/cc/Rare_Banjaw.png/revision/latest?cb=20220304031745
Rare Mammott,Plant Island,Clamble,Bowgart,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Blow't,Light Island,Boskus,Gob,https://static.wikia.nocookie.net/mysingingmonsters/images/5/58/Blow%27t.png/revision/latest?cb=20220223044109
Rare Mammott,Earth Island,Thumpies,PomPom,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Rare Noggin,Bone Island,Withur,Uuduk,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Rare Repatillo,Fire Haven,Shrubb,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/2/20/Rare_Repatillo.png/revision/latest?cb=20230909042024
Rare Viveine,Seasonal Shanty,Punkleton,Blabbit,https://static.wikia.nocookie.net/mysingingmonsters/images/0/02/Rare_Viveine.png/revision/latest?cb=20240429034709
Rare Wynq,Fire Oasis,Phangler,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ea/Rare_Wynq.png/revision/latest?cb=20191108221815
Rare Uuduk,Bone Island,Stogg,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/0/04/Rare_Uuduk.png/revision/latest?cb=20241109225738
Phangler,Fire Oasis,Toe Jammer,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/5/59/Phangler.png/revision/latest?cb=20250106000417
Shellbeat,Water Island,Quibble,Shrubb,https://static.wikia.nocookie.net/mysingingmonsters/images/2/23/Shellbeat.png/revision/latest/scale-to-width-down/700?cb=20191026235923
Rare Reebro,Air Island,Riff,T-Rox,https://static.wikia.nocookie.net/mysingingmonsters/images/4/4b/Rare_Reebro.png/revision/latest?cb=20191027022549
Wynq,Fire Oasis,Maw,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/6/62/Wynq.png/revision/latest?cb=20250106000240
Rare Noggin,Fire Haven,Floogull,Repatillo,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Epic Carillong,Seasonal Shanty,Monculus,Whiz-bang,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7c/Epic_Carillong.png/revision/latest?cb=20240207160122
Epic Noggin,Water Island,Shellbeat,Shrubb,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3b/Epic_Noggin.png/revision/latest?cb=20250106000016
Epic Clavavera,Seasonal Shanty,Viveine,Whiz-bang,https://static.wikia.nocookie.net/mysingingmonsters/images/4/42/Epic_Clavavera.png/revision/latest?cb=20231101171006
Rare Repatillo,Fire Haven,Stogg,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/2/20/Rare_Repatillo.png/revision/latest?cb=20230909042024
Periscorp,Psychic Island,Yuggler,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b7/Periscorp.png/revision/latest?cb=20190926165124
Rare Bowgart,Plant Island,Oaktopus,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f4/Rare_Bowgart.png/revision/latest?cb=20191027022335
Epic Oaktopus,Water Island,Reedling,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e9/Epic_Oaktopus.png/revision/latest?cb=20250105235918
Epic Quibble,Shugabush Island,Shugabush,PomPom,https://static.wikia.nocookie.net/mysingingmonsters/images/6/6f/Epic_Quibble.png/revision/latest?cb=20250106000034
Epic Humbug,Earth Island,Clamble,Cybop,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5f/Epic_Humbug.png/revision/latest?cb=20230312044315
Rare Riff,Air Island,Pango,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f2/Rare_Riff.png/revision/latest?cb=20191027022446
Reedling,Water Island,Cybop,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/6/65/Reedling.png/revision/latest/scale-to-width-down/700?cb=20240508142845
Ziggurab,Faerie Island,Boskus,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2f/Ziggurab.png/revision/latest?cb=20250106000247
Epic Congle,Fire Oasis,Woolabee,Quibble,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b9/Epic_Congle.png/revision/latest?cb=20190626214928
Epic T-Rox,Plant Island,Pummel,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/3/36/Epic_T-Rox.png/revision/latest?cb=20190510155423
Rare Toe Jammer,Plant Island,Pummel,Bowgart,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Epic Fwog,Water Island,Reedling,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5d/Epic_Fwog.png/revision/latest?cb=20250105235716
Rare Clavavera,Bone Island,Withur,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/7/74/Rare_Clavavera.png/revision/latest?cb=20230503185445
Epic Gobbleygourd,Fire Oasis,Sneyser,Boskus,https://static.wikia.nocookie.net/mysingingmonsters/images/8/88/Epic_Gobbleygourd.png/revision/latest?cb=20220304044223
Rare Noggin,Water Island,Scups,Pummel,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Rare Punkleton,Seasonal Shanty,Punkleton,Prize,https://static.wikia.nocookie.net/mysingingmonsters/images/8/87/Rare_Punkleton.png/revision/latest?cb=20191027022729
